"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 16 10:55:39 EDT 2022","Fri Sep 16 10:55:48 EDT 2022","9235","","Windows","","Windows","Close all windows except Facebook Pay","Close all windows except Facebook Pay",""
